EBI_sum,EDI_total,I felt at one with the universe.,I felt a sense of union with others.,I experienced a decrease in my sense of self-importance.,"I experienced a disintegration of my ""self"" or ego.",I felt far less absorbed by my own issues and concerns.,I lost all sense of ego.,all notion of self and identity dissolved away.,...9,...10,Total...11,...12,Total...13,CEQ_Total,MEQ_Total,ASC_Unity,ASC_Spiritual,ASC_Bliss,ASC_Insight,ASC_Disembodiment,ASC_Imp Contr Cogn,ASC_Anxiety,ASC_Complex im,ASC_Elem im,ASC_Aud-Vis,ASC_Changed Meaning
499,2,85,65,23,0,19,2,0,NA,NA,24.5,NA,24.5,5.384615384615385,70.66666666666667,58.4,58,82.66666666666667,54.333333333333336,44.333333333333336,6.714285714285714,7.333333333333333,45.333333333333336,72.66666666666667,96,73.33333333333333
540,100,100,100,100,100,100,90,100,NA,NA,98.75,NA,98.75,24.615384615384617,94.66666666666667,80,66.66666666666667,100,100,63.333333333333336,30,0,33.333333333333336,36.666666666666664,33.333333333333336,58.333333333333336
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,0,54,31,0,0,0,0,0,NA,NA,10.625,NA,10.625,28.46153846153846,54,66.2,48,66.66666666666667,43.666666666666664,74.66666666666667,19.571428571428573,26.833333333333332,49.666666666666664,1,0,100
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,35,53,70,23,36,75,50,8,NA,NA,43.75,NA,43.75,16.923076923076923,61.333333333333336,68.4,74,77.33333333333333,69.66666666666667,44.333333333333336,12.714285714285714,4.833333333333333,64,85.33333333333333,86.33333333333333,62
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,65,0,14,100,41,100,25,10,NA,NA,44.375,NA,44.375,30,66,44,37,70.66666666666667,40,0,7.142857142857143,10.166666666666666,33.333333333333336,100,16.666666666666668,66.66666666666667
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,60,93,90,73,37,60,10,10,NA,NA,54.125,NA,54.125,12.307692307692308,85.33333333333333,94.4,81,97,74.66666666666667,88.66666666666667,26.714285714285715,5,98.33333333333333,92,89.66666666666667,82.33333333333333
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,0,65,72,51,15,68,1,12,NA,NA,35.5,NA,35.5,20,66.66666666666667,58.8,14.666666666666666,100,20.666666666666668,55,23,2.8333333333333335,100,96.33333333333333,78.33333333333333,71.33333333333333
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,99,99,100,100,99,84,100,83,NA,NA,95.5,NA,95.5,24.615384615384617,70.66666666666667,78.6,99.33333333333333,99.66666666666667,49,76.33333333333333,0,0,66,49.333333333333336,65.66666666666667,48.666666666666664
1,100,31,9,74,83,35,57,48,NA,NA,54.625,NA,54.625,30.76923076923077,57.333333333333336,21.4,10,28,34.333333333333336,47.333333333333336,25.428571428571427,6.5,87.33333333333333,100,67.66666666666667,40.666666666666664
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,54,51,46,47,54,78,18,15,NA,NA,45.375,NA,45.375,9.23076923076923,50,51.8,37.666666666666664,64.33333333333333,57,20.666666666666668,24.714285714285715,31.666666666666668,53,16.666666666666668,51,80
49,50,54,68,0,25,42,37,32,NA,NA,38.5,NA,38.5,15.384615384615385,59.333333333333336,52,27.333333333333332,79.66666666666667,35,45,16.571428571428573,25.833333333333332,32.666666666666664,68,41.333333333333336,64
129,97,97,95,98,98,98,98,99,NA,NA,97.5,NA,97.5,20.76923076923077,94,96,99.33333333333333,98,90,69,65.42857142857143,43.166666666666664,67.33333333333333,86,97.66666666666667,83.66666666666667
345,17,56,17,61,0,0,0,0,NA,NA,18.875,NA,18.875,35.38461538461539,60,47.8,43,59.666666666666664,58.333333333333336,37.333333333333336,27.285714285714285,30.166666666666668,46.333333333333336,33.666666666666664,15.333333333333334,83.33333333333333
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,33,0,6,0,27,67,23,20,NA,NA,22,NA,22,15.384615384615385,46,36.8,51,46.333333333333336,72.33333333333333,34,20.571428571428573,0,73.33333333333333,55.333333333333336,1.3333333333333333,38
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,100,100,0,0,100,49,0,100,NA,NA,56.125,NA,56.125,0.7692307692307693,73.33333333333333,80.6,66.33333333333333,92,82.33333333333333,63.333333333333336,0,0,74.33333333333333,77.33333333333333,0,18.666666666666668
0,75,0,37,0,20,75,0,0,NA,NA,25.875,NA,25.875,5.384615384615385,36.666666666666664,15,33.333333333333336,33.333333333333336,41.666666666666664,13.333333333333334,21.428571428571427,0,58.333333333333336,86.66666666666667,83.33333333333333,31
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,80,20,50,100,80,90,80,50,NA,NA,68.75,NA,68.75,4.615384615384615,50.666666666666664,28,30,30,65,20,5,1.6666666666666667,50,91.66666666666667,6.666666666666667,86.66666666666667
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545,98,40,51,24,100,3,100,50,NA,NA,58.25,NA,58.25,40,60,42.6,49.666666666666664,34.666666666666664,52.333333333333336,100,7.571428571428571,12.333333333333334,100,100,91.66666666666667,33.333333333333336
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,83,94,51,92,71,99,97,86,NA,NA,84.125,NA,84.125,1.5384615384615385,71.33333333333333,71,44.333333333333336,96.33333333333333,92.33333333333333,10,28.571428571428573,7,75.66666666666667,80,84,57
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,90,90,80,70,80,70,80,70,NA,NA,78.75,NA,78.75,11.538461538461538,78,86,60,80,66.66666666666667,43.333333333333336,18.571428571428573,18.333333333333332,86.66666666666667,86.66666666666667,80,70
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,86,38,62,62,69,24,40,56,NA,NA,54.625,NA,54.625,17.692307692307693,70.66666666666667,58.8,60,55.333333333333336,40.333333333333336,58.333333333333336,34,5,63.333333333333336,56.666666666666664,25.333333333333332,30
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,75,91,65,50,80,100,85,50,NA,NA,74.5,NA,74.5,13.846153846153847,78,40.4,33.333333333333336,55.333333333333336,59.666666666666664,51,20.428571428571427,9.333333333333334,41.333333333333336,13,1.3333333333333333,54.333333333333336
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,91,92,96,93,91,91,3,6,NA,NA,70.375,NA,70.375,29.23076923076923,84,96,43,99.33333333333333,61,86.33333333333333,23.285714285714285,19.5,86,93,96.66666666666667,86
408,89,91,85,91,92,73,66,69,NA,NA,82,NA,82,42.30769230769231,87.33333333333333,83.4,79.66666666666667,73,63,55,43.57142857142857,16.5,88.66666666666667,86.33333333333333,45.666666666666664,72.66666666666667
226,21,0,0,0,0,0,0,0,NA,NA,2.625,NA,2.625,11.538461538461538,19.333333333333332,9.4,0,20.666666666666668,15,29,8,12.333333333333334,49,18.333333333333332,66.66666666666667,0
98,18,19,27,18,12,60,18,13,NA,NA,23.125,NA,23.125,6.153846153846154,41.333333333333336,9.4,22.666666666666668,26.333333333333332,10,8,9.285714285714286,1.8333333333333333,9.666666666666666,17.333333333333332,15,26.333333333333332
12,50,74,68,39,51,85,50,66,NA,NA,60.375,NA,60.375,34.61538461538461,52.666666666666664,44.4,16.666666666666668,20.333333333333332,0,33.333333333333336,66.57142857142857,40.833333333333336,37.666666666666664,84.33333333333333,65,84
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0,0,77,0,0,73,2,0,NA,NA,19,NA,19,7.6923076923076925,32.666666666666664,2,29,74,47,3.3333333333333335,3.5714285714285716,9.166666666666666,86.33333333333333,66,88.33333333333333,21.666666666666668
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,70,29,40,50,50,60,30,30,NA,NA,44.875,NA,44.875,18.46153846153846,47.333333333333336,18,20,66.66666666666667,41.666666666666664,8.333333333333334,24.285714285714285,9.166666666666666,40,30,46.666666666666664,36.666666666666664
457,82,65,58,70,78,85,81,49,NA,NA,71,NA,71,13.846153846153847,66.66666666666667,63.6,52.666666666666664,93,64.66666666666667,1,8.857142857142858,1.1666666666666667,98,99.33333333333333,91.33333333333333,36
499,80,80,36,80,66,61,52,17,NA,NA,59,NA,59,12.307692307692308,62.666666666666664,40.2,42.333333333333336,46.666666666666664,73.66666666666667,2,21.285714285714285,9.666666666666666,29.333333333333332,59.333333333333336,13,12.333333333333334
25,86,0,78,100,30,89,70,21,NA,NA,59.25,NA,59.25,16.923076923076923,59.333333333333336,41,33.333333333333336,95.66666666666667,61,41,51.57142857142857,8.5,63.666666666666664,93.33333333333333,41,82
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,80,70,75,0,80,85,70,69,NA,NA,66.125,NA,66.125,64.61538461538461,80.66666666666667,62,76.66666666666667,85,46.666666666666664,28.333333333333332,57.57142857142857,78.66666666666667,71.66666666666667,60,86.66666666666667,83.33333333333333
478,85,88,86,94,74,77,92,88,NA,NA,85.5,NA,85.5,46.92307692307692,86.66666666666667,85.6,96.33333333333333,94.33333333333333,90,82,52.714285714285715,54.166666666666664,73.33333333333333,83.66666666666667,78.33333333333333,84.33333333333333
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,0,0,25,25,0,0,26,0,NA,NA,9.5,NA,9.5,50.76923076923077,18.666666666666668,4.2,0,0,17,0,27.285714285714285,56,18.666666666666668,0,25,41.666666666666664
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,98,65,68,87,94,95,96,94,NA,NA,87.125,NA,87.125,14.615384615384615,82.66666666666667,85.6,27,86,85.66666666666667,52.666666666666664,27.428571428571427,20.666666666666668,90.33333333333333,98.33333333333333,97,48.666666666666664
297,68,83,95,20,64,92,11,0,NA,NA,54.125,NA,54.125,12.307692307692308,64.66666666666667,58,72.66666666666667,93.33333333333333,59.333333333333336,7.666666666666667,0,0,34,15.666666666666666,43.666666666666664,31.666666666666668
211,12,47,0,15,4,0,1,5,NA,NA,10.5,NA,10.5,16.153846153846153,56.666666666666664,52.2,46.666666666666664,94.33333333333333,48.666666666666664,8.333333333333334,15.714285714285714,0.16666666666666666,28.666666666666668,69,82.66666666666667,59.666666666666664
243,34,39,38,25,25,18,16,15,NA,NA,26.25,NA,26.25,4.615384615384615,54,38.4,28.333333333333332,69.66666666666667,36,8.333333333333334,2.857142857142857,0,33.666666666666664,72.66666666666667,42,24
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,100,2,0,54,65,9,65,50,NA,NA,43.125,NA,43.125,7.6923076923076925,72,51,12.666666666666666,73.33333333333333,35.666666666666664,33.333333333333336,26.571428571428573,0,29.666666666666668,66.66666666666667,80.66666666666667,88.66666666666667
34,7,12,26,57,9,12,0,0,NA,NA,15.375,NA,15.375,3.076923076923077,36,14.6,23.333333333333332,54,13,0,4.285714285714286,0,23,11.333333333333334,3.6666666666666665,31.333333333333332
0,20,19,21,0,6,84,19,11,NA,NA,22.5,NA,22.5,0,34.666666666666664,19,6.666666666666667,33.333333333333336,25,6.666666666666667,0,0,0,83.33333333333333,0,0
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,60,15,0,75,59,100,43,36,NA,NA,48.5,NA,48.5,55.38461538461539,58.666666666666664,39,11,0,57,55.333333333333336,49,59.666666666666664,24,83.66666666666667,53,62.666666666666664
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,4,0,6,6,0,29,0,0,NA,NA,5.625,NA,5.625,13.846153846153847,25.333333333333332,2,11.333333333333334,22.666666666666668,5.666666666666667,1,1.1428571428571428,1,16,1,0,31.333333333333332
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,90,87,38,64,82,26,69,67,NA,NA,65.375,NA,65.375,22.307692307692307,90.66666666666667,73,84.33333333333333,96,69.33333333333333,52.333333333333336,22.142857142857142,11.166666666666666,94,90.66666666666667,75,33
461,21,14,24,20,14,65,3,0,NA,NA,20.125,NA,20.125,26.153846153846153,46,22,27,34.666666666666664,28.666666666666668,3.6666666666666665,0.7142857142857143,2.8333333333333335,19.333333333333332,65,14.333333333333334,13.333333333333334
0,71,82,81,78,73,65,46,41,NA,NA,67.125,NA,67.125,10.76923076923077,75.33333333333333,74,23.333333333333332,72.66666666666667,76.66666666666667,5,5.714285714285714,1.6666666666666667,23.666666666666668,48.333333333333336,68.33333333333333,58.333333333333336
579,53,99,27,2,4,3,37,7,NA,NA,29,NA,29,33.07692307692308,83.33333333333333,86,74.66666666666667,100,37.333333333333336,67,43.857142857142854,54,87.66666666666667,90.66666666666667,88,33
513,93,65,2,2,5,0,42,1,NA,NA,26.25,NA,26.25,17.692307692307693,55.333333333333336,42,41.666666666666664,59.333333333333336,31.333333333333332,7,1.4285714285714286,1,77,99,81.33333333333333,0.6666666666666666
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,88,99,92,95,95,93,98,51,NA,NA,88.875,NA,88.875,33.84615384615385,90,90.2,40.666666666666664,100,70.66666666666667,62.666666666666664,49.857142857142854,16.166666666666668,99,100,91.66666666666667,51
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,14,26,89,86,18,84,11,8,NA,NA,42,NA,42,10.76923076923077,70,49.6,59.666666666666664,78.33333333333333,46.333333333333336,64.33333333333333,8.428571428571429,14.5,51.666666666666664,100,40,62.666666666666664
511,81,94,25,11,95,80,56,51,NA,NA,61.625,NA,61.625,50.76923076923077,93.33333333333333,81,66.33333333333333,98.33333333333333,70.33333333333333,14,31.571428571428573,42.833333333333336,98,98.66666666666667,98.66666666666667,18
273,0,10,10,0,0,0,0,0,NA,NA,2.5,NA,2.5,8.461538461538462,34,13.8,25.666666666666668,30,6.666666666666667,0,3.5714285714285716,0,7.333333333333333,33.666666666666664,0,50
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,8,5,17,6,5,7,6,4,NA,NA,7.25,NA,7.25,24.615384615384617,36.666666666666664,36.8,10.666666666666666,22,47,9,5.285714285714286,19.666666666666668,40.666666666666664,36.666666666666664,56,21
150,36,5,20,43,32,71,19,13,NA,NA,29.875,NA,29.875,3.076923076923077,32,18,2.6666666666666665,71.33333333333333,35.333333333333336,47,27.857142857142858,6.333333333333333,11,16,24.666666666666668,12.333333333333334
430,40,20,20,50,50,30,20,0,NA,NA,28.75,NA,28.75,20.76923076923077,45.333333333333336,22.4,43.333333333333336,63.333333333333336,56.666666666666664,40.333333333333336,19.428571428571427,13,73.66666666666667,60.333333333333336,81.33333333333333,40.666666666666664
15,0,61,60,56,67,73,54,52,NA,NA,52.875,NA,52.875,30.76923076923077,90,85.8,45.666666666666664,70.66666666666667,65.66666666666667,24,15.714285714285714,30.833333333333332,7,73.33333333333333,14.333333333333334,68
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0,0,0,3,5,19,10,0,NA,NA,4.625,NA,4.625,9.23076923076923,8.666666666666666,7.6,21.666666666666668,5,9.666666666666666,1.3333333333333333,3.2857142857142856,0,0,0,4.333333333333333,2
240,13,21,22,48,23,20,0,0,NA,NA,18.375,NA,18.375,11.538461538461538,42.666666666666664,39,51.666666666666664,52.666666666666664,16.666666666666668,4.333333333333333,9.571428571428571,11.166666666666666,19.333333333333332,52,22.333333333333332,27
154,11,49,47,49,32,46,28,17,NA,NA,34.875,NA,34.875,26.923076923076923,44.666666666666664,35.4,22.666666666666668,58,23.666666666666668,25.333333333333332,21.714285714285715,25.5,26.666666666666668,74,46.666666666666664,38.666666666666664
484,26,40,69,76,37,0,0,1,NA,NA,31.125,NA,31.125,12.307692307692308,56.666666666666664,61,31.666666666666668,51.333333333333336,62,7.333333333333333,12.142857142857142,0.3333333333333333,44.333333333333336,29.666666666666668,41.333333333333336,66
475,75,80,100,60,75,50,10,10,NA,NA,57.5,NA,57.5,29.23076923076923,60,60.6,100,83.33333333333333,45.333333333333336,7.666666666666667,44,3.5,38.333333333333336,42,37,66.66666666666667
536,0,0,29,100,35,0,0,0,NA,NA,20.5,NA,20.5,52.30769230769231,35.333333333333336,27.4,37,0,20.666666666666668,31.666666666666668,34.857142857142854,91.83333333333333,37,83.33333333333333,68.66666666666667,13.666666666666666
120,0,40,50,20,0,20,0,0,NA,NA,16.25,NA,16.25,13.076923076923077,40,24.2,46.666666666666664,88.33333333333333,25,0,6.428571428571429,0,45,56.666666666666664,26.666666666666668,63.333333333333336
243,4,8,19,59,33,51,5,8,NA,NA,23.375,NA,23.375,16.153846153846153,36.666666666666664,35.6,33.333333333333336,40,22.333333333333332,39.333333333333336,32.714285714285715,19.166666666666668,20.666666666666668,38.333333333333336,41.666666666666664,19
454,62,100,99,98,62,52,46,53,NA,NA,71.5,NA,71.5,46.92307692307692,94,96.2,51,86.33333333333333,98.33333333333333,67.66666666666667,42,38.833333333333336,100,94.33333333333333,96.66666666666667,97.66666666666667
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,100,100,80,100,80,0,50,70,NA,NA,72.5,NA,72.5,37.69230769230769,70.66666666666667,84,33.333333333333336,73.33333333333333,63.333333333333336,60,36.57142857142857,26.666666666666668,100,83.33333333333333,40,16.666666666666668
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,43,53,85,31,39,69,62,40,NA,NA,52.75,NA,52.75,24.615384615384617,47.333333333333336,43,36,65,72.66666666666667,42.333333333333336,42.42857142857143,15.666666666666666,46.666666666666664,55,27,38.333333333333336
89,7,8,32,44,2,15,0,5,NA,NA,14.125,NA,14.125,13.846153846153847,47.333333333333336,8.4,26.666666666666668,43,46.333333333333336,4,12.857142857142858,11.333333333333334,63.333333333333336,100,12.666666666666666,54
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,50,30,60,75,25,100,10,5,NA,NA,44.375,NA,44.375,13.076923076923077,71.33333333333333,60,68.66666666666667,82.33333333333333,41.666666666666664,10,2.5714285714285716,0.8333333333333334,60,91.66666666666667,11.666666666666666,45
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
