EBI_sum,EDI_total,I felt at one with the universe.,I felt a sense of union with others.,I experienced a decrease in my sense of self-importance.,"I experienced a disintegration of my ""self"" or ego.",I felt far less absorbed by my own issues and concerns.,I lost all sense of ego.,all notion of self and identity dissolved away.,...9,...10,Total...11,...12,Total...13,CEQ_Total,MEQ_Total,ASC_Unity,ASC_Spiritual,ASC_Bliss,ASC_Insight,ASC_Disembodiment,ASC_Imp Contr Cogn,ASC_Anxiety,ASC_Complex im,ASC_Elem im,ASC_Aud-Vis,ASC_Changed Meaning
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,40,40,40,40,0,40,0,0,NA,NA,25,NA,25,7.6923076923076925,70.66666666666667,50,26.666666666666668,53.333333333333336,40,27.666666666666668,0.8571428571428571,1.6666666666666667,40,49.333333333333336,51.333333333333336,40
539,75,52,50,0,51,69,51,0,NA,NA,43.5,NA,43.5,13.846153846153847,53.333333333333336,38.2,41.666666666666664,74.33333333333333,77.33333333333333,0,35,8.166666666666666,100,66.66666666666667,27,73.66666666666667
131,34,83,62,100,0,74,50,5,NA,NA,51,NA,51,4.615384615384615,56.666666666666664,76.6,21.333333333333332,77,39,62.333333333333336,28.285714285714285,6.833333333333333,68,75,20,73
550,100,100,100,100,100,100,100,100,NA,NA,100,NA,100,20,98.66666666666667,89,63.333333333333336,100,70,68.33333333333333,50,42.5,20,100,38.333333333333336,85
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,84,89,86,100,55,55,50,53,NA,NA,71.5,NA,71.5,5.384615384615385,94,91.4,95.33333333333333,86.33333333333333,46,31,16.428571428571427,13.5,75.66666666666667,82.33333333333333,73,86
0,35,25,100,100,39,65,0,0,NA,NA,45.5,NA,45.5,6.153846153846154,44,7.4,12,83.33333333333333,34.333333333333336,36,2.5714285714285716,0,63.666666666666664,93.66666666666667,55,15.666666666666666
340,55,62,78,40,71,57,9,3,NA,NA,46.875,NA,46.875,26.153846153846153,55.333333333333336,70.2,64,68.66666666666667,78,30,20.571428571428573,21.166666666666668,44,49.333333333333336,66.33333333333333,40.333333333333336
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,3.076923076923077,8.666666666666666,1.6,0,0,0.3333333333333333,0,0,4.833333333333333,0,0,0,0
1,0,0,11,12,0,11,1,1,NA,NA,4.5,NA,4.5,1.5384615384615385,15.333333333333334,3.6,7.666666666666667,7.333333333333333,8.333333333333334,0.6666666666666666,0.5714285714285714,0.16666666666666666,2.3333333333333335,2.6666666666666665,5,4
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,14,0,48,0,0,39,0,0,NA,NA,12.625,NA,12.625,0.7692307692307693,32.666666666666664,4.8,17,52.333333333333336,44,0,0,0,37.666666666666664,40.666666666666664,20.666666666666668,10.333333333333334
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,90,90,100,40,95,90,85,90,NA,NA,85,NA,85,10,87.33333333333333,77.4,45,100,73.33333333333333,81.66666666666667,22.571428571428573,6.166666666666667,97.33333333333333,93.33333333333333,100,95
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,24,6,17,22,5,40,0,6,NA,NA,15,NA,15,2.3076923076923075,41.333333333333336,19.2,11.666666666666666,30,22.333333333333332,6.333333333333333,8.571428571428571,3.3333333333333335,15.666666666666666,33,24,39.333333333333336
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,68,29,35,37,42,69,28,21,NA,NA,41.125,NA,41.125,2.3076923076923075,58.666666666666664,15.2,9.666666666666666,32.666666666666664,41.333333333333336,24.333333333333332,4.714285714285714,14.833333333333334,43,64.33333333333333,96,12
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,100,28,29,100,100,63,100,100,NA,NA,77.5,NA,77.5,51.53846153846154,61.333333333333336,51.2,93,59.666666666666664,84,59,44.285714285714285,68.5,81,67.33333333333333,83.66666666666667,79.33333333333333
101,0,53,97,0,1,70,0,0,NA,NA,27.625,NA,27.625,7.6923076923076925,70.66666666666667,28.2,48.333333333333336,100,19.666666666666668,8.666666666666666,5.571428571428571,1.8333333333333333,33.333333333333336,53,26.666666666666668,34.666666666666664
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,90,80,98,92,52,89,0,0,NA,NA,62.625,NA,62.625,17.692307692307693,70,80,46.666666666666664,96.66666666666667,83.33333333333333,65,7.142857142857143,0,69.66666666666667,98.33333333333333,100,24.666666666666668
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,84,87,87,95,50,9,59,7,NA,NA,59.75,NA,59.75,33.84615384615385,68,55.8,59,54.666666666666664,25,10.666666666666666,15.857142857142858,9.333333333333334,0,19.333333333333332,0,26
125,4,2,45,51,67,73,29,1,NA,NA,34,NA,34,20,60,9.8,1.3333333333333333,24.333333333333332,28,46.333333333333336,8.285714285714286,2.8333333333333335,19,35,31.666666666666668,10
537,100,70,86,100,99,75,71,35,NA,NA,79.5,NA,79.5,74.61538461538461,80,21.6,62.333333333333336,51.666666666666664,60.666666666666664,45.333333333333336,58.42857142857143,94.66666666666667,68.33333333333333,98.33333333333333,14.333333333333334,73.33333333333333
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,61,74,0,0,0,0,0,0,NA,NA,16.875,NA,16.875,40,81.33333333333333,78.2,60,82,97.33333333333333,88,8.714285714285714,0,99.33333333333333,31.333333333333332,92.66666666666667,0
362,55,76,78,53,46,58,72,31,NA,NA,58.625,NA,58.625,16.923076923076923,68.66666666666667,55.6,84.33333333333333,76.66666666666667,81.33333333333333,18.333333333333332,15.142857142857142,6.166666666666667,55,84.33333333333333,9.333333333333334,83.33333333333333
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,50,91,85,9,8,97,46,7,NA,NA,49.125,NA,49.125,3.076923076923077,77.33333333333333,32,47.666666666666664,64.33333333333333,44,32.666666666666664,18.285714285714285,5.666666666666667,45,49.333333333333336,49.333333333333336,39.666666666666664
426,69,52,69,59,43,76,16,6,NA,NA,48.75,NA,48.75,5.384615384615385,58.666666666666664,49.2,65,31.333333333333332,27.333333333333332,18.333333333333332,5.857142857142857,1.3333333333333333,84.33333333333333,88.66666666666667,34.666666666666664,6
440,80,45,25,60,70,90,70,90,NA,NA,66.25,NA,66.25,62.30769230769231,66,40,48.333333333333336,8.333333333333334,36.666666666666664,55,41.42857142857143,54.166666666666664,41.666666666666664,58.333333333333336,60,66.66666666666667
590,100,100,100,100,100,100,100,99,NA,NA,99.875,NA,99.875,73.84615384615384,100,84.8,86.33333333333333,99.66666666666667,89.66666666666667,87.66666666666667,63.42857142857143,65.5,91.66666666666667,95.66666666666667,90,80.66666666666667
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,81,71,81,22,65,40,57,52,NA,NA,58.625,NA,58.625,10.76923076923077,71.33333333333333,59.8,53.333333333333336,78.33333333333333,57.333333333333336,11.333333333333334,5.714285714285714,8.333333333333334,37.333333333333336,58.666666666666664,55.666666666666664,41
35,31,27,26,19,14,54,0,0,NA,NA,21.375,NA,21.375,7.6923076923076925,28.666666666666668,35.4,22.333333333333332,71.33333333333333,37.333333333333336,39.666666666666664,18.428571428571427,17.666666666666668,26,49,23.666666666666668,33.666666666666664
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,100,98,87,91,92,91,95,93,NA,NA,93.375,NA,93.375,47.69230769230769,92,78.2,73.33333333333333,91.33333333333333,82.33333333333333,73,63.57142857142857,51.166666666666664,89.66666666666667,81.33333333333333,66,85
399,90,67,52,15,67,93,62,56,NA,NA,62.75,NA,62.75,19.23076923076923,64,74,82,95.33333333333333,97.33333333333333,43.333333333333336,37.142857142857146,27.833333333333332,56.333333333333336,41.333333333333336,91.66666666666667,52.333333333333336
3,65,1,39,0,50,98,44,82,NA,NA,47.375,NA,47.375,7.6923076923076925,29.333333333333332,28.8,0.3333333333333333,0.6666666666666666,5,63.333333333333336,19.714285714285715,4.666666666666667,47.333333333333336,90.33333333333333,15.333333333333334,0.6666666666666666
332,35,68,68,69,37,88,31,32,NA,NA,53.5,NA,53.5,3.076923076923077,64,81.2,59.333333333333336,79.66666666666667,87.66666666666667,51.333333333333336,13.571428571428571,2.6666666666666665,88,84,96.33333333333333,93
0,5,10,50,0,0,30,0,0,NA,NA,11.875,NA,11.875,9.23076923076923,39.333333333333336,13,18.333333333333332,20.333333333333332,61.666666666666664,0,10.714285714285714,3.3333333333333335,3.3333333333333335,6.666666666666667,0,20.333333333333332
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,0,0,49,54,11,53,43,26,NA,NA,29.5,NA,29.5,9.23076923076923,38.666666666666664,29,0,46.666666666666664,32.333333333333336,33.333333333333336,8.714285714285714,1.6666666666666667,50,39,8.333333333333334,45
0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,1.5384615384615385,14.666666666666666,0,0,5,3.3333333333333335,0,10.714285714285714,0,1.6666666666666667,0,0,1.6666666666666667
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,10,0,40,15,10,10,0,0,NA,NA,10.625,NA,10.625,30,34.666666666666664,0,28.333333333333332,3.3333333333333335,30,0,23.571428571428573,16.666666666666668,25,53.333333333333336,10,20
214,84,82,63,70,69,45,45,45,NA,NA,62.875,NA,62.875,20.76923076923077,84.66666666666667,59,84.66666666666667,81.33333333333333,64.33333333333333,23.333333333333332,23.857142857142858,1.8333333333333333,88,87.66666666666667,62.666666666666664,73
143,85,78,69,69,85,62,51,51,NA,NA,68.75,NA,68.75,36.92307692307692,65.33333333333333,11.8,34.666666666666664,56,3.3333333333333335,2.6666666666666665,13.571428571428571,6.166666666666667,26.666666666666668,31,38.333333333333336,23.666666666666668
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2,2,2,18,2,21,2,2,NA,NA,6.375,NA,6.375,0.7692307692307693,25.333333333333332,4.6,2.3333333333333335,6.666666666666667,11.666666666666666,4.333333333333333,2.5714285714285716,1.3333333333333333,3.3333333333333335,6.333333333333333,4,14.666666666666666
79,0,23,30,0,0,62,0,0,NA,NA,14.375,NA,14.375,3.8461538461538463,26.666666666666668,7.4,8.333333333333334,47.333333333333336,6.666666666666667,0,1.1428571428571428,0,0,4.333333333333333,0,28.666666666666668
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,23,55,75,15,8,50,3,3,NA,NA,29,NA,29,19.23076923076923,54.666666666666664,40,71.66666666666667,73.66666666666667,52.666666666666664,3.6666666666666665,8.571428571428571,8.666666666666666,6.666666666666667,34,1.3333333333333333,60.666666666666664
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,74,78,83,60,72,75,59,70,NA,NA,71.375,NA,71.375,14.615384615384615,74,42.2,66.66666666666667,83,49.333333333333336,60.333333333333336,44.857142857142854,13,63.666666666666664,61,24.333333333333332,53.333333333333336
600,70,59,80,40,60,70,60,50,NA,NA,61.125,NA,61.125,24.615384615384617,84.66666666666667,50,90,70,75,13.333333333333334,13.285714285714286,4.166666666666667,82.66666666666667,56.666666666666664,86.66666666666667,60
0,0,100,100,50,0,50,0,0,NA,NA,37.5,NA,37.5,3.076923076923077,70.66666666666667,100,100,100,100,0,18.142857142857142,0,100,100,100,33.333333333333336
210,77,76,84,95,88,89,52,33,NA,NA,74.25,NA,74.25,13.076923076923077,71.33333333333333,66.4,51.333333333333336,76.33333333333333,41.666666666666664,30,27.571428571428573,10.666666666666666,55.333333333333336,83,69.66666666666667,76.66666666666667
461,62,53,70,74,56,68,40,29,NA,NA,56.5,NA,56.5,12.307692307692308,62.666666666666664,64.6,53,73.66666666666667,68.66666666666667,18.666666666666668,7.285714285714286,3.8333333333333335,50.333333333333336,5,20.333333333333332,50.666666666666664
0,0,0,17,7,0,0,0,0,NA,NA,3,NA,3,16.923076923076923,31.333333333333332,5,7,54.333333333333336,42,18,15.428571428571429,4.166666666666667,65.66666666666667,66.66666666666667,5.666666666666667,11.333333333333334
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,61,33,100,97,33,90,91,94,NA,NA,74.875,NA,74.875,16.923076923076923,92,88.4,56.666666666666664,100,47.666666666666664,66.66666666666667,32.42857142857143,0.3333333333333333,87.66666666666667,100,10,56.666666666666664
530,79,68,86,91,76,54,20,38,NA,NA,64,NA,64,15.384615384615385,75.33333333333333,59.2,89.66666666666667,86.33333333333333,77,64.66666666666667,12,1.8333333333333333,99.33333333333333,98.33333333333333,100,57.666666666666664
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,0,0,10,5,5,0,0,0,NA,NA,2.5,NA,2.5,10,18,24.6,5.333333333333333,13.333333333333334,5.333333333333333,0,10.714285714285714,3.5,0,0,0,12.333333333333334
316,47,33,68,30,61,48,30,60,NA,NA,47.125,NA,47.125,39.23076923076923,55.333333333333336,50,37.333333333333336,35.333333333333336,42.666666666666664,94.66666666666667,38,52.333333333333336,54.666666666666664,77,93,42.666666666666664
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,29,71,77,61,26,84,12,7,NA,NA,45.875,NA,45.875,3.076923076923077,63.333333333333336,44.2,83,92,30.666666666666668,17,16.714285714285715,0,27.333333333333332,14.333333333333334,64.66666666666667,73.33333333333333
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,95,90,80,30,90,90,90,80,NA,NA,80.625,NA,80.625,13.846153846153847,76,68,60.333333333333336,86.66666666666667,54.666666666666664,73.33333333333333,26.428571428571427,6.333333333333333,53,91.33333333333333,9,27
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,90,71,46,100,82,57,51,43,NA,NA,67.5,NA,67.5,30.76923076923077,68.66666666666667,60.6,57.333333333333336,41,51.666666666666664,60,12.571428571428571,5.833333333333333,79,98.66666666666667,81.66666666666667,37.666666666666664
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,10,9,15,10,6,5,0,0,NA,NA,6.875,NA,6.875,13.846153846153847,16,9.4,11.333333333333334,14.333333333333334,10.666666666666666,11.666666666666666,16.857142857142858,1.1666666666666667,0,9,5.333333333333333,20
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,15,0,15,40,15,65,0,0,NA,NA,18.75,NA,18.75,8.461538461538462,32.666666666666664,9.4,33.333333333333336,36.666666666666664,21.333333333333332,3.6666666666666665,15.142857142857142,6.166666666666667,5,10.666666666666666,69.33333333333333,41.666666666666664
315,85,50,45,55,80,30,75,65,NA,NA,60.625,NA,60.625,30,42.666666666666664,36,35,50,30,15,32.857142857142854,23.333333333333332,65,88.33333333333333,65,33.333333333333336
49,34,24,9,0,9,29,0,17,NA,NA,15.25,NA,15.25,53.84615384615385,63.333333333333336,29.4,45.666666666666664,0,39.666666666666664,7,26.142857142857142,29.333333333333332,79.66666666666667,73.66666666666667,44,46
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,75,72,70,61,74,71,72,100,NA,NA,74.375,NA,74.375,63.84615384615385,62.666666666666664,68,17,100,48.666666666666664,0,46.857142857142854,83.33333333333333,40.333333333333336,68.33333333333333,93.33333333333333,33
88,10,10,7,13,0,21,0,0,NA,NA,7.625,NA,7.625,0,38.666666666666664,20.2,44,48,19.333333333333332,0,1.7142857142857142,0,2,0.6666666666666666,18,8
130,40,70,65,80,70,80,10,9,NA,NA,53,NA,53,4.615384615384615,77.33333333333333,53,33.333333333333336,80,75,5,2.857142857142857,0,80,53.333333333333336,81.66666666666667,56.666666666666664
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,11,54,52,22,6,2,6,7,NA,NA,20,NA,20,46.15384615384615,76,47.2,37,46.333333333333336,41.666666666666664,26,15.857142857142858,14.5,69.33333333333333,89,72.66666666666667,66.33333333333333
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,57,0,100,0,0,71,49,0,NA,NA,34.625,NA,34.625,12.307692307692308,46.666666666666664,13.2,0,83.33333333333333,66.66666666666667,0,14.285714285714286,13,83.33333333333333,6.666666666666667,33.333333333333336,16.666666666666668
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,0,0,100,0,50,0,0,0,NA,NA,18.75,NA,18.75,3.076923076923077,66,55,33.333333333333336,100,100,41.666666666666664,0,8.333333333333334,100,100,100,66.66666666666667
NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,73,86,100,20,59,18,0,5,NA,NA,45.125,NA,45.125,7.6923076923076925,64,34.6,63.666666666666664,91.66666666666667,83.66666666666667,0,0,0,13.666666666666666,16,0,75
94,11,36,88,51,0,49,11,0,NA,NA,30.75,NA,30.75,17.692307692307693,42,46,10.666666666666666,43.333333333333336,19,19.333333333333332,10.428571428571429,3.1666666666666665,28,38,27.333333333333332,32.333333333333336
77,23,45,45,54,9,79,0,13,NA,NA,33.5,NA,33.5,16.923076923076923,56,47.4,42.666666666666664,53,20.666666666666668,22.333333333333332,25.285714285714285,4.833333333333333,19,34,40,34.333333333333336
373,0,54,12,0,0,83,0,0,NA,NA,18.625,NA,18.625,19.23076923076923,63.333333333333336,28.4,35.666666666666664,84.33333333333333,41.333333333333336,10,16,0,2,53.666666666666664,44.333333333333336,47.666666666666664
