ID,EBI_sum,EDI_total,ASC_Unity,ASC_Spiritual,ASC_Bliss,ASC_Insight,ASC_Disembodiment,ASC_Imp Contr Cogn,ASC_Anxiety,ASC_Complex im,ASC_Elem im,ASC_Aud-Vis,ASC_Changed Meaning,CEQ_Fear,CEQ_Grief,CEQ_Physical distress,CEQ_Insanity,CEQ_Isolation,CEQ_Death,CEQ_Paranoia,CEQ_Total,MEQ_Mystical,MEQ_PosiMood,MEQ_SpaceTime,MEQ_Ineffability,MEQ_Total
nTOY5Lt0BIyq10RAZ55mpXa444cX6wYz',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nXRMIVn39T5T4VKtYdh1jpiuOFFVuamq',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nYktj8MhVzhcqHe5abrvPRhobkf9Mzs4',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ncl9oJKGLhQUxANBdQWqJO4yDUkvqFu4',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nevXURsu2NuUb46B4M3cEg3qhq6vfDQF',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nnjGLnLxunex561n7cl3kzj5rMEPRgsj',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
npWAnWYAqr4A8wwMYR8MYg8YfF7EgvtM',477,90.875,99.2,99.66666666666667,34.333333333333336,89.33333333333333,14.333333333333334,11,38.166666666666664,98.66666666666667,66,99.66666666666667,99.33333333333333,72,100,96,66.66666666666667,46.666666666666664,100,0,76.15384615384616,100,100,100,100,100
nu0vUJ2Gaf1XxRGOLQeGsfU1HgNiBWI8',100,40,41,18.333333333333332,73.33333333333333,25,6.666666666666667,10.714285714285714,0,16.666666666666668,50,8.333333333333334,28.333333333333332,8,10,12,6.666666666666667,13.333333333333334,20,0,10,45.333333333333336,66.66666666666667,20,73.33333333333333,47.333333333333336
nw855j1RgtzP5NyW6LxjFAZe1vFa5ICm',579,42,45,15,23.333333333333332,50,4.666666666666667,25.285714285714285,41.833333333333336,0,0,3.3333333333333335,92.33333333333333,28,80,20,20,86.66666666666667,0,60,44.61538461538461,38.666666666666664,43.333333333333336,66.66666666666667,53.333333333333336,46.666666666666664
o1paQRHT2Dz7q5KvBQAK40qcvjAKHXgr',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
o2AzacF78pQq7xGiKd9hcvZ2hqBxuIQm',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
o6wagXiA7LqDPVeZPpiKbQrHsUOklyEQ',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
o76xPOgODdKKUaFKVxyBQrZIiGLEaXZL',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oLj7OK4LORsOFjbV1957ZtWzxQGBx1lB',23,52.75,83.6,29.666666666666668,79,56.666666666666664,72,13.285714285714286,14.166666666666666,84,88,91.66666666666667,43.666666666666664,0,13.333333333333334,28,13.333333333333334,0,20,0,11.538461538461538,69.33333333333333,80,70,86.66666666666667,73.33333333333333
oQep9lQhHiMUAOCs3s7Z9oQNHPebGD94',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oT8tba9HcQPbrZ9LrMYvRrAuuN4o2G5T',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oX4v04EjRmWqTZe22WAUGpnfJVrA5R68',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oiK4yXjCLt66fLT6dOXO2IKcYwJpW3ln',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oriv8KlM7XL9jxesxGdnhzgFECPqTthU',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
orrCoTG5YzVWR16TLOO1BRyZIo7SqQkf',306,52.875,41,53.666666666666664,49,69,32.666666666666664,28.428571428571427,30.833333333333332,62.666666666666664,81.33333333333333,60.333333333333336,72.33333333333333,40,23.333333333333332,12,13.333333333333334,33.333333333333336,0,10,21.53846153846154,62.666666666666664,70,26.666666666666668,86.66666666666667,59.333333333333336
os7AV5nnEzCPpMd8q2wL5ifzxjNgcNGT',0,3.125,2.4,10,23.666666666666668,7,0,12.571428571428571,0,32.333333333333336,45.666666666666664,100,0.3333333333333333,4,0,28,0,0,0,0,6.153846153846154,0,43.333333333333336,20,33.333333333333336,16
osT8NaRNxymF4Dbutsa7THcz89qDvvgK',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ow5OAcMkhjnsTrEQoG1p8xscE8MSUcYW',0,8.875,13,3.3333333333333335,14.666666666666666,8.333333333333334,0,0,0,7.666666666666667,0.3333333333333333,0,7.333333333333333,0,0,0,0,0,0,0,0,37.333333333333336,36.666666666666664,6.666666666666667,0,27.333333333333332
p4LMcldutIJaDTvEWvgTBaDd27LF1j36',362,61.25,87,68.66666666666667,77,58.666666666666664,67.66666666666667,26.571428571428573,9.666666666666666,69.66666666666667,80.66666666666667,74.33333333333333,66.66666666666667,0,6.666666666666667,24,6.666666666666667,6.666666666666667,30,0,10,84,76.66666666666667,76.66666666666667,80,80.66666666666667
pDOUUoqboDqHHZYvV3J4r2MDBitobpNX',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pHKCad7uWlqccWEhrJ6qwQ7qrBVu2WDR',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pJV1nj6n4VhxvMLxRZWg2ubfXf44EHiH',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pKhx8jRKtWvvGj3XmX2PYQQC3NeiAoDN',434,20.75,23.6,49,34,10.666666666666666,11.333333333333334,15.428571428571429,9.166666666666666,37.333333333333336,50.666666666666664,23.666666666666668,18.666666666666668,28,66.66666666666667,20,33.333333333333336,73.33333333333333,0,20,38.46153846153846,52,50,46.666666666666664,53.333333333333336,50.666666666666664
pKwMSCbNOGRrgVfCvMf7Zo32BlOnWLFz',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pM2pDWiTLTlyT62aGQFlqV3v5YPyBdar',0,19,16,60,48,85.33333333333333,13.333333333333334,16.857142857142858,10.666666666666666,50.333333333333336,30,26.666666666666668,87,32,0,32,13.333333333333334,20,0,0,16.153846153846153,34.666666666666664,70,20,46.666666666666664,40
pOLZFqAJxfZE0ICkbYMb4gOUUZilODFt',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
piGcAmElSq9D41z3kAauDKqMe4JAse3k',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pj8TWnIQpMUrceRiXYtlFTAuC6KiZHjQ',339,39.125,28.6,35,68.66666666666667,32.333333333333336,4.333333333333333,8.714285714285714,17.166666666666668,40.666666666666664,76.66666666666667,13.666666666666666,52.333333333333336,48,13.333333333333334,36,73.33333333333333,0,0,0,27.692307692307693,54.666666666666664,93.33333333333333,20,66.66666666666667,56.666666666666664
pl3gbA31eXfMfGkYalxCjWciLmGfYWwr',298,1.5,24.2,30,48.333333333333336,85.33333333333333,21.333333333333332,42.857142857142854,24.5,63,93.33333333333333,70.33333333333333,85,28,10,36,33.333333333333336,6.666666666666667,0,0,19.23076923076923,45.333333333333336,60,63.333333333333336,93.33333333333333,56.666666666666664
pl6DrmLz8JOne7UyEe1GGddj2LlwuHGA',209,34.25,57,29.666666666666668,47.666666666666664,63.666666666666664,42,27.285714285714285,20.333333333333332,61.333333333333336,46,9,62.333333333333336,48,76.66666666666667,4,60,80,40,20,48.46153846153846,65.33333333333333,53.333333333333336,73.33333333333333,80,66
pmrT5QihYwK6Dso9B4Zs9MtIiBfpS8UW',423,75.75,85.8,35.666666666666664,65.33333333333333,58,99.33333333333333,33.57142857142857,47.333333333333336,49.333333333333336,99.66666666666667,34,88.66666666666667,80,73.33333333333333,44,80,60,90,20,65.38461538461539,70.66666666666667,66.66666666666667,73.33333333333333,100,73.33333333333333
q9K2ZV0COe26GFJjknfdBtHvd2ZgOFP5',403,47.25,62.8,33,81.33333333333333,66,0,0,9.5,17.666666666666668,42.333333333333336,33,65.33333333333333,0,10,56,0,13.333333333333334,0,30,16.923076923076923,57.333333333333336,63.333333333333336,26.666666666666668,66.66666666666667,53.333333333333336
qE2yyTWLMeWLg4vQGbWRUEeaKyIMYuHm',80,68.125,28,93.33333333333333,63.333333333333336,56.666666666666664,50,28.571428571428573,9.166666666666666,95,66.66666666666667,88.33333333333333,30,36,20,80,26.666666666666668,20,0,10,33.07692307692308,57.333333333333336,73.33333333333333,60,73.33333333333333,62.666666666666664
qGKtXRr1hkHLpq1IPuBy3XYF5UMeDTuG',136,55.25,42,43.666666666666664,63,36.666666666666664,28.666666666666668,14.571428571428571,24.666666666666668,41.333333333333336,91,4.666666666666667,6.333333333333333,16,3.3333333333333335,8,6.666666666666667,26.666666666666668,0,20,10.76923076923077,64,70,33.333333333333336,66.66666666666667,59.333333333333336
qJDYAooldWrTum4u1YFB8dn0xkBKJVZu',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
qJbHI0DvKzTrfoCFkHJEg5Y7Nb12Awzb',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
qNPs44tI0jOR6HDfB3uQF2W3t6ZIHC8l',0,77.875,83.4,43.666666666666664,48.333333333333336,21.666666666666668,51.666666666666664,43.57142857142857,1.6666666666666667,14,10,0,0,12,0,20,0,46.666666666666664,30,0,13.846153846153847,49.333333333333336,60,80,80,60.666666666666664
qX13pQuwjyrHqjVlqZosc1fGumdprJWd',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
qYYC0yL4OT08uuUZfD24GCAltaYruC9m',130,33.25,67.4,66.33333333333333,88.33333333333333,68.66666666666667,38.333333333333336,31.428571428571427,19.5,63,71.33333333333333,63.666666666666664,61,16,13.333333333333334,32,40,46.666666666666664,10,0,23.076923076923077,64,63.333333333333336,50,66.66666666666667,61.333333333333336
qYrgOcOAFNlg73CAtncMuYsrl1abIGW1',350,39,61.4,46.666666666666664,60,61.333333333333336,71.66666666666667,47,63.333333333333336,73.33333333333333,91.66666666666667,53.333333333333336,70,44,56.666666666666664,48,53.333333333333336,46.666666666666664,20,30,46.15384615384615,61.333333333333336,60,56.666666666666664,73.33333333333333,61.333333333333336
qZJqLZ4omCtgjdyIi4jE5CzivnBxcsJK',497,12.875,77,36,48,46.666666666666664,33.333333333333336,36.57142857142857,66,100,71.66666666666667,100,100,60,53.333333333333336,28,40,0,0,30,36.15384615384615,34.666666666666664,63.333333333333336,63.333333333333336,93.33333333333333,52
qerPdz9mAJ3qa23AphH7bWkqNSCjrnm3',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
qmMhp8Sv7nqoro12spyV1DZSpOD6kLbI',244,6.125,49.2,27.333333333333332,36.666666666666664,48,20,32.285714285714285,45.5,81.33333333333333,85.66666666666667,61.666666666666664,71,4,73.33333333333333,0,0,20,0,0,20,30.666666666666668,23.333333333333332,16.666666666666668,60,29.333333333333332
qtsVlXHrvz6ygm6CsahQ8lTwQXKQDJqP',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
qyNh6H8pCpEBFgPNde6oU2vEQSkLOcWR',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
qzJoIhlbr6ciM5Bc2QSQ6OoyWulCT8ih',135,31.875,69,55,78.33333333333333,63.333333333333336,28.333333333333332,44.285714285714285,34.166666666666664,38.333333333333336,28.333333333333332,33.333333333333336,60,4,0,12,13.333333333333334,20,0,10,7.6923076923076925,72,93.33333333333333,50,66.66666666666667,71.33333333333333
r2Mf7sg1XGQQQsw50gAhKByrJ9kYEpea',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r3ObSeUqgUeLJxiOke9fdYK3Q6CQ9hyV',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r3a7bHuqHdbOZnhWnwyi9TqFmNXm2uAd',153,67.625,47.8,65,40.666666666666664,48,32,13.285714285714286,8,51.666666666666664,52,42.333333333333336,48,20,30,24,40,20,10,0,23.076923076923077,77.33333333333333,63.333333333333336,76.66666666666667,100,76.66666666666667
rAKokarKySDixHCJUdvwAXSvPZbkLc1L',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rBCiVoPImITTlKipJ3y6KYvNrbXUXg1m',3,5.5,5.4,9,35,0.6666666666666666,23.666666666666668,10.142857142857142,0,0.6666666666666666,1,2.6666666666666665,2.6666666666666665,0,10,0,0,0,0,0,2.3076923076923075,6.666666666666667,26.666666666666668,3.3333333333333335,0,9.333333333333334
rNTLD7syp1hsbLegZu2lq3hKJyEZwecn',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rTencuLDg1Kmv5RvXlUH0BK8rwp8PbEb',560,20.625,28,26.666666666666668,43.333333333333336,40,16.666666666666668,2.857142857142857,3.3333333333333335,58.333333333333336,35,20,26.666666666666668,28,20,48,6.666666666666667,0,0,0,20,28,70,50,100,48
rYKqNDOlwfabbFvRkFkLujyCVJFzpFsu',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rcneLsGn4bSUWGl0W0iVa9TdAfQl9KRB',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rjzJQeIjS7KlkUbqkDZH3yCCvaJ88EsX',42,15.625,11.8,28,37.333333333333336,47.333333333333336,12,14.857142857142858,21.833333333333332,18,20.333333333333332,8.333333333333334,17,32,16.666666666666668,24,13.333333333333334,40,0,30,23.076923076923077,16,70,20,73.33333333333333,33.333333333333336
s34jzwbszjlAzG0135Na90lEgWUTtdGW',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sC1qlYWO3ha1ayRg1IMqgXGM78qJacd0',85,84,56.2,66,76.66666666666667,37.333333333333336,22.333333333333332,7.285714285714286,10,43,99.66666666666667,81.66666666666667,53.333333333333336,12,0,8,20,20,0,0,8.461538461538462,52,70,76.66666666666667,93.33333333333333,64.66666666666667
sF31lsG5NtvrBRnmmSI4a3lOqdHRLT2s',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sK4IgTaYbsjkbdy3yHXmoldQk8pAV5Cr',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sL9YuRaadHoLWJv9OtuFdzrLIopteeIN',5,2.75,4.4,8.333333333333334,18.333333333333332,3,4.333333333333333,0,0,3.3333333333333335,1,1.6666666666666667,2,0,3.3333333333333335,8,0,0,0,0,2.3076923076923075,16,56.666666666666664,3.3333333333333335,13.333333333333334,21.333333333333332
sXNjAKgu83Ec1F2VPUdp6feHDyDVnKfa',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sZ5VMpOJQ4blJih81u9jKk78MbaMzzdy',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sm13ZRD1BFMIu89nL8FJfV2d7B4G4tnE',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sn5VJSh5rPlbD9uAghJ6vZk9GYs2kHAr',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sqIrs45pw9rvaBqW3QLE9NQYNsWT4WEN',335,19.375,11.2,28.666666666666668,2.3333333333333335,24.333333333333332,22.666666666666668,13.571428571428571,1.1666666666666667,13.666666666666666,2.3333333333333335,25.333333333333332,56,8,13.333333333333334,0,6.666666666666667,13.333333333333334,10,0,7.6923076923076925,28,56.666666666666664,36.666666666666664,80,40.666666666666664
tBx8lPPgtAakocORbYDiTOoM5AQ2kbiZ',20,30.25,53.6,59.666666666666664,81,84.33333333333333,41.333333333333336,10.285714285714286,0,71.66666666666667,59,42.333333333333336,60,0,0,32,0,0,0,0,6.153846153846154,49.333333333333336,66.66666666666667,43.333333333333336,66.66666666666667,53.333333333333336
tLiR0XzQrRXPz7nXpyCKF9rIgkcHd2Xd',235,91.25,100,83.33333333333333,96.66666666666667,71.66666666666667,80,51.42857142857143,0,40,100,30,23.666666666666668,0,6.666666666666667,12,6.666666666666667,0,50,0,8.461538461538462,92,93.33333333333333,100,93.33333333333333,94
tXkw57noQhk5RRuwDqS897634o7zK02N',185,56.625,57.2,26.666666666666668,73.33333333333333,51.666666666666664,20.666666666666668,25,7.5,40,35,41.666666666666664,51.666666666666664,28,20,24,6.666666666666667,40,0,0,20,37.333333333333336,73.33333333333333,26.666666666666668,66.66666666666667,45.333333333333336
tlMqoEX1xOQFyTWGaa48tMyTCpWwxWix',285,52.375,77.4,36.666666666666664,79,28,15.666666666666666,24,36.666666666666664,76,60,46.333333333333336,73.66666666666667,72,26.666666666666668,28,53.333333333333336,40,10,0,36.92307692307692,61.333333333333336,80,100,100,76.66666666666667
tmGZiV2YTfvtNUTEznxQ9BWqiy9hXvUe',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tmzmiv3kgpKC6WBUH6vtm0LkyPQxNGW8',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tnOTG4WuiBLzhquHmJkJgnZoW0zG9OVM',212,67.875,78.2,65.66666666666667,84.66666666666667,59.333333333333336,46.666666666666664,34.42857142857143,15.166666666666666,58,66.66666666666667,50,85,20,23.333333333333332,32,46.666666666666664,13.333333333333334,30,50,28.46153846153846,82.66666666666667,80,80,73.33333333333333,80.66666666666667
tuEkwiXT5B0dhhI6iqPzU66O8K36CYRo',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
u6lLTd7VuaMsPpu3yhFplXvyzqorx9yU',106,85.375,71.2,63.333333333333336,31.666666666666668,64,89,7.142857142857143,39.166666666666664,33.333333333333336,100,90.66666666666667,51.333333333333336,52,3.3333333333333335,52,13.333333333333334,20,60,0,29.23076923076923,74.66666666666667,56.666666666666664,100,100,78.66666666666667
uD9HSOcwsttyjMd1KgDFTGnYQaTTriRa',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uExj4FlSOfd0HGGRycloU5174zxRrmfU',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uIBsL0rjktBbyfBslJRh3jxxuua1Agjk',292,69.375,52.6,41.666666666666664,82.66666666666667,74.66666666666667,85,44.714285714285715,12.166666666666666,79.66666666666667,88.66666666666667,71.33333333333333,54.666666666666664,28,20,44,33.333333333333336,0,20,0,23.846153846153847,53.333333333333336,86.66666666666667,76.66666666666667,100,69.33333333333333
uL8bTL2zowxUtTtfzoPcG0lsWLbNwOmI',523,24.25,36.8,58.666666666666664,33.333333333333336,85.66666666666667,5.666666666666667,29.142857142857142,28.333333333333332,38.333333333333336,100,48,74,48,36.666666666666664,28,26.666666666666668,40,0,20,32.30769230769231,42.666666666666664,53.333333333333336,36.666666666666664,66.66666666666667,46
uSigu5rwQidhG2q2zczb6K4nFxdKDDDa',445,70.875,73.2,56.666666666666664,49.333333333333336,60,3.3333333333333335,25.857142857142858,12.166666666666666,78.33333333333333,90,51.666666666666664,33.333333333333336,4,6.666666666666667,32,13.333333333333334,6.666666666666667,0,0,10.76923076923077,88,83.33333333333333,73.33333333333333,80,83.33333333333333
uSnhUEkVT7dhESuSD96lRVdtMRoq9xj3',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ufq78MofBSQu6l8gMVbTPs95lAoP2kBO',191,58.25,81,82.66666666666667,86.66666666666667,81,48.333333333333336,29.571428571428573,8.333333333333334,100,85,94.33333333333333,60.333333333333336,8,6.666666666666667,0,0,0,20,0,4.615384615384615,89.33333333333333,90,86.66666666666667,100,90
ujWqzr4GGrnGrAyfWx2OmopXbACVxURc',0,5.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666666666667,13.333333333333334,0,0,6
ujqytByVEMThElghKwDvs4Rfo74jNOKX',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
unbHqIeg3CGuKIFON7bgBpKuffQBAcEX',45,21.75,21.6,18,26.666666666666668,58,4.333333333333333,15.571428571428571,8.5,47.666666666666664,56.333333333333336,79.66666666666667,32.666666666666664,12,40,16,0,33.333333333333336,0,0,18.46153846153846,38.666666666666664,60,56.666666666666664,100,52.666666666666664
uoio1plOvijYnR5V2PtcljpVZ3zIVJQm',501,60.625,67.8,92.66666666666667,92.66666666666667,78,87,38.142857142857146,13.333333333333334,100,98,100,30.333333333333332,64,50,36,20,73.33333333333333,0,0,41.53846153846154,93.33333333333333,100,93.33333333333333,100,95.33333333333333
uosawFiOlETRtRVpcVJ4ikdPVfo0WpBj',540,60,100,66.66666666666667,90,93.33333333333333,73.33333333333333,21.428571428571427,18,100,100,90,46.666666666666664,16,6.666666666666667,32,60,26.666666666666668,20,0,22.307692307692307,98.66666666666667,96.66666666666667,100,100,98.66666666666667
utS1o6RGKrQxRjjUDw9nMrKWq0BzFVNq',130,37.875,71.8,56,62.333333333333336,51.333333333333336,68,46,70.5,81,92.66666666666667,80,50.333333333333336,48,36.666666666666664,48,46.666666666666664,60,10,20,41.53846153846154,68,83.33333333333333,73.33333333333333,93.33333333333333,74.66666666666667
vTkWcKbJxOa0MLS7GVL0tlPvp9PHTlkO',133,55.625,63.6,34.333333333333336,50,85,33.666666666666664,26.428571428571427,17.833333333333332,62.333333333333336,67.33333333333333,64.33333333333333,44.666666666666664,28,13.333333333333334,36,20,13.333333333333334,0,0,19.23076923076923,70.66666666666667,80,43.333333333333336,73.33333333333333,67.33333333333333
vZ47v9WF3ZoI6GAev7r5sNcK6pgEmGtS',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vayMHtVfpoDa0wG4Z1G9zOkkHd0NiE9h',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vbz9C5QjjUemocKiJUz00fNysdd33qhc',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vhqMHwobfnai5OzrwWxfsveho3Q7niow',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vo0BYjHypuI3jk3y2MZMZ3aRiGciIolJ',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vo6uJ3XRz1CzuHq39g2AG5xW4JG42i1o',55,37.625,29,20,46.666666666666664,28.333333333333332,43.333333333333336,37.142857142857146,34.833333333333336,58.666666666666664,55,76.66666666666667,20,48,16.666666666666668,52,46.666666666666664,6.666666666666667,0,0,29.23076923076923,37.333333333333336,73.33333333333333,53.333333333333336,73.33333333333333,51.333333333333336
vs8iFR12fbq7sOCvOWnRajFlfpKfaP3I',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vvHIVxw3joylhGRLf63pnAu8LjQrij5v',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwEN7xBDe3j4D0QrCnW4CfhvNDqbHOOw',400,96.5,59.2,31.333333333333332,96.66666666666667,60,0.6666666666666666,1.2857142857142858,0.5,29,2,1.6666666666666667,18,0,0,0,0,0,0,0,0,86.66666666666667,100,73.33333333333333,100,88
